스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.64540064,126.6756078,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.64563153,126.6758457,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.64586242,126.6760835,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.64609331,126.6763214,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.6463242,126.6765592,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 199-64,36.6438925,126.6740819,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1917,36.6439287,126.6742681,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64373164,126.6745592,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64353458,126.6748503,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64333752,126.6751414,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64314047,126.6754324,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64294341,126.6757235,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64274635,126.6760146,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64254929,126.6763057,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64235223,126.6765968,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 146-307,36.64215517,126.6768879,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64195812,126.6771789,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.64176106,,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.641564,126.6777611,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.6413545,126.6780934,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.6411436,126.6783826,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1912,36.6408985,126.6786386,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 146-307,36.6406396,126.6788585,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 146-307,36.6403959,126.6790026,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1334,36.6412439,126.6863896,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2018,36.6412839,126.6860946,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2018,36.641079,126.6858917,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2028,36.6431251,126.6857197,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2014,36.6429587,126.6856245,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1278,36.64277983,126.6857588,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1278,36.6426072,126.6857783,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1069,36.6453532,126.6855927,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1069,36.6454323,126.6856681,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1069,36.645655,126.6857028,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2007,36.6457478,126.6855123,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1069,36.6455849,126.6855371,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1128,36.648698,126.6870925,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1999,36.6489565,126.6870031,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1999,36.6488755,126.6867573,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1128,36.6487068,126.6868311,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1128,36.648565,126.686958,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1128,36.6484685,126.6870871,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1073,36.6506354,126.6869159,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1073,36.6506401,126.6867694,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1074,36.6503433,126.6866668,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1074,36.6503191,126.6869034,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1074,36.6501035,126.6868878,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2026,36.6391213,126.6847233,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2026,36.63898974,126.6849277,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2026,36.63885818,126.6851321,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2032,36.63872662,126.6853366,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1532,36.63859506,126.685541,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1530,36.6384635,126.6857454,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1528,36.6384172,126.6860637,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2033,36.6380931,126.6861287,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2033,36.638322,126.6863136,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6424684,126.6829335,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6437267,126.6848655,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6435391,126.6848929,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6435272,126.6846221,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.643572,126.6844066,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6435017,126.6841251,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6434426,126.6838855,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6433479,126.6836966,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.643395,126.6835259,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6432575,126.6833011,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6431447,126.6831152,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6430026,126.6829212,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6428783,126.6827131,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1209,36.6427245,126.6824969,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6437658,126.6844824,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6437347,126.6842427,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6436916,126.6839501,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6436102,126.6836383,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6435157,126.6833965,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1209,36.6433943,126.6832166,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1209,36.6436511,126.6832139,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1209,36.64385524,126.6829132,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1209,36.64405938,126.6826126,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1208,36.64426352,126.6823119,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1208,36.64446766,126.6820113,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1816,36.6446718,126.6817106,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2027,36.6396784,126.6852478,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2027,36.6397215,126.6850432,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1503,36.6395138,126.6850706,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1503,36.6394808,126.6852723,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1503,36.6394637,126.6854794,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1334,36.640981,126.6860633,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1377,36.641271,126.6830102,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6411228,126.6831161,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6410819,126.6834528,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6410737,126.6832523,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6408138,126.6830766,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6409659,126.6829779,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6411274,126.6829295,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6412165,126.6827951,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.641123,126.6826514,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.641303,126.6825746,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.641414,126.6823617,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6414981,126.6824678,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6414822,126.6821891,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6415644,126.6820295,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1429,36.6400681,126.683893,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1429,36.6399262,126.6837659,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1429,36.6398605,126.683926,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1429,36.6399794,126.6840422,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1429,36.6401652,126.6840542,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 2023,36.6403259,126.6840217,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6432922,126.6849179,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6432888,126.6847015,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6432936,126.6844067,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6432577,126.6840816,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6431838,,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6430203,126.6835701,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6429824,126.683287,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6427207,126.6829558,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6427381,126.6831279,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6428716,126.6831954,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6427663,126.6833073,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1210,36.6425872,126.6830983,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6421469,126.6821635,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6419422,126.6818575,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.641861,126.6814747,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.6417664,126.6811339,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1375,36.64168745,126.680793,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
1,충청남도,홍성군,-,,충청남도 홍성군 홍북읍 신경리 1373,36.6415955,126.6804551,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2021-07-31,4600000,충청남도 홍성군
